&#0;	�		%00
&#3364;	ത	ത	%u0D24
&#3365;	ഥ	ഥ	%u0D25
&#3366;	ദ	ദ	%u0D26
&#3367;	ധ	ധ	%u0D27
&#3368;	ന	ന	%u0D28
&#3369;	ഩ	ഩ	%u0D29
&#3370;	പ	പ	%u0D2A
&#3371;	ഫ	ഫ	%u0D2B
&#3372;	ബ	ബ	%u0D2C
&#3373;	ഭ	ഭ	%u0D2D
&#3374;	മ	മ	%u0D2E
&#3375;	യ	യ	%u0D2F
&#3376;	ര	ര	%u0D30
&#3377;	റ	റ	%u0D31
&#3378;	ല	ല	%u0D32
&#3379;	ള	ള	%u0D33
&#3380;	ഴ	ഴ	%u0D34
&#3381;	വ	വ	%u0D35
&#3382;	ശ	ശ	%u0D36
&#3383;	ഷ	ഷ	%u0D37
&#3384;	സ	സ	%u0D38
&#3385;	ഹ	ഹ	%u0D39
&#3386;	ഺ	ഺ	%u0D3A
&#3387;	഻	഻	%u0D3B
&#3388;	഼	഼	%u0D3C
&#3389;	ഽ	ഽ	%u0D3D
&#3390;	ാ	ാ	%u0D3E
&#3391;	ി	ി	%u0D3F
&#3392;	ീ	ീ	%u0D40
&#3393;	ു	ു	%u0D41
&#3394;	ൂ	ൂ	%u0D42
&#3395;	ൃ	ൃ	%u0D43
&#3396;	ൄ	ൄ	%u0D44
&#3397;	൅	൅	%u0D45
&#3398;	െ	െ	%u0D46
&#3399;	േ	േ	%u0D47
&#3400;	ൈ	ൈ	%u0D48
&#3401;	൉	൉	%u0D49
&#3402;	ൊ	ൊ	%u0D4A
&#3403;	ോ	ോ	%u0D4B
&#3404;	ൌ	ൌ	%u0D4C
&#3405;	്	്	%u0D4D
&#3406;	ൎ	ൎ	%u0D4E
&#3407;	൏	൏	%u0D4F
&#3408;	൐	൐	%u0D50
&#3409;	൑	൑	%u0D51
&#3410;	൒	൒	%u0D52
&#3411;	൓	൓	%u0D53
&#3412;	ൔ	ൔ	%u0D54
&#3413;	ൕ	ൕ	%u0D55
&#3414;	ൖ	ൖ	%u0D56
&#3415;	ൗ	ൗ	%u0D57
&#3416;	൘	൘	%u0D58
&#3417;	൙	൙	%u0D59
&#3418;	൚	൚	%u0D5A
&#3419;	൛	൛	%u0D5B
&#3420;	൜	൜	%u0D5C
&#3421;	൝	൝	%u0D5D
&#3422;	൞	൞	%u0D5E
&#3423;	ൟ	ൟ	%u0D5F
&#3424;	ൠ	ൠ	%u0D60
&#3425;	ൡ	ൡ	%u0D61
&#3426;	ൢ	ൢ	%u0D62
&#3427;	ൣ	ൣ	%u0D63
&#3428;	൤	൤	%u0D64
&#3429;	൥	൥	%u0D65
&#3430;	൦	൦	%u0D66
&#3431;	൧	൧	%u0D67
&#3432;	൨	൨	%u0D68
&#3433;	൩	൩	%u0D69
&#3434;	൪	൪	%u0D6A
&#3435;	൫	൫	%u0D6B
&#3436;	൬	൬	%u0D6C
&#3437;	൭	൭	%u0D6D
&#3438;	൮	൮	%u0D6E
&#3439;	൯	൯	%u0D6F
&#3440;	൰	൰	%u0D70
&#3441;	൱	൱	%u0D71
&#3442;	൲	൲	%u0D72
&#3443;	൳	൳	%u0D73
&#3444;	൴	൴	%u0D74
&#3445;	൵	൵	%u0D75
&#3446;	൶	൶	%u0D76
&#3447;	൷	൷	%u0D77
&#3448;	൸	൸	%u0D78
&#3449;	൹	൹	%u0D79
&#3450;	ൺ	ൺ	%u0D7A
&#3451;	ൻ	ൻ	%u0D7B
&#3452;	ർ	ർ	%u0D7C
&#3453;	ൽ	ൽ	%u0D7D
&#3454;	ൾ	ൾ	%u0D7E
&#3455;	ൿ	ൿ	%u0D7F
&#3456;	඀	඀	%u0D80
&#3457;	ඁ	ඁ	%u0D81
&#3458;	ං	ං	%u0D82
&#3459;	ඃ	ඃ	%u0D83
&#3460;	඄	඄	%u0D84
&#3461;	අ	අ	%u0D85
&#3462;	ආ	ආ	%u0D86
&#3463;	ඇ	ඇ	%u0D87
&#3464;	ඈ	ඈ	%u0D88
&#3465;	ඉ	ඉ	%u0D89
&#3466;	ඊ	ඊ	%u0D8A
&#3467;	උ	උ	%u0D8B
&#3468;	ඌ	ඌ	%u0D8C
&#3469;	ඍ	ඍ	%u0D8D
&#3470;	ඎ	ඎ	%u0D8E
&#3471;	ඏ	ඏ	%u0D8F
&#3472;	ඐ	ඐ	%u0D90
&#3473;	එ	එ	%u0D91
&#3474;	ඒ	ඒ	%u0D92
&#3475;	ඓ	ඓ	%u0D93
&#3476;	ඔ	ඔ	%u0D94
&#3477;	ඕ	ඕ	%u0D95
&#3478;	ඖ	ඖ	%u0D96
&#3479;	඗	඗	%u0D97
&#3480;	඘	඘	%u0D98
&#3481;	඙	඙	%u0D99
&#3482;	ක	ක	%u0D9A
&#3483;	ඛ	ඛ	%u0D9B
&#3484;	ග	ග	%u0D9C
&#3485;	ඝ	ඝ	%u0D9D
&#3486;	ඞ	ඞ	%u0D9E
&#3487;	ඟ	ඟ	%u0D9F
&#3488;	ච	ච	%u0DA0
&#3489;	ඡ	ඡ	%u0DA1
&#3490;	ජ	ජ	%u0DA2
&#3491;	ඣ	ඣ	%u0DA3
&#3492;	ඤ	ඤ	%u0DA4
&#3493;	ඥ	ඥ	%u0DA5
&#3494;	ඦ	ඦ	%u0DA6
&#3495;	ට	ට	%u0DA7
&#3496;	ඨ	ඨ	%u0DA8
&#3497;	ඩ	ඩ	%u0DA9
&#3498;	ඪ	ඪ	%u0DAA
&#3499;	ණ	ණ	%u0DAB
&#3500;	ඬ	ඬ	%u0DAC
&#3501;	ත	ත	%u0DAD
&#3502;	ථ	ථ	%u0DAE
&#3503;	ද	ද	%u0DAF
&#3504;	ධ	ධ	%u0DB0
&#3505;	න	න	%u0DB1
&#3506;	඲	඲	%u0DB2
&#3507;	ඳ	ඳ	%u0DB3
&#3508;	ප	ප	%u0DB4
&#3509;	ඵ	ඵ	%u0DB5
&#3510;	බ	බ	%u0DB6
&#3511;	භ	භ	%u0DB7
&#3512;	ම	ම	%u0DB8
&#3513;	ඹ	ඹ	%u0DB9
&#3514;	ය	ය	%u0DBA
&#3515;	ර	ර	%u0DBB
&#3516;	඼	඼	%u0DBC
&#3517;	ල	ල	%u0DBD
&#3518;	඾	඾	%u0DBE
&#3519;	඿	඿	%u0DBF
&#3520;	ව	ව	%u0DC0
&#3521;	ශ	ශ	%u0DC1
&#3522;	ෂ	ෂ	%u0DC2
&#3523;	ස	ස	%u0DC3
&#3524;	හ	හ	%u0DC4
&#3525;	ළ	ළ	%u0DC5
&#3526;	ෆ	ෆ	%u0DC6
&#3527;	෇	෇	%u0DC7
&#3528;	෈	෈	%u0DC8
&#3529;	෉	෉	%u0DC9
&#3530;	්	්	%u0DCA
&#3531;	෋	෋	%u0DCB
&#3532;	෌	෌	%u0DCC
&#3533;	෍	෍	%u0DCD
&#3534;	෎	෎	%u0DCE
&#3535;	ා	ා	%u0DCF
&#3536;	ැ	ැ	%u0DD0
&#3537;	ෑ	ෑ	%u0DD1
&#3538;	ි	ි	%u0DD2
&#3539;	ී	ී	%u0DD3
&#3540;	ු	ු	%u0DD4
&#3541;	෕	෕	%u0DD5
&#3542;	ූ	ූ	%u0DD6
&#3543;	෗	෗	%u0DD7
&#3544;	ෘ	ෘ	%u0DD8
&#3545;	ෙ	ෙ	%u0DD9
&#3546;	ේ	ේ	%u0DDA
&#3547;	ෛ	ෛ	%u0DDB
&#3548;	ො	ො	%u0DDC
&#3549;	ෝ	ෝ	%u0DDD
&#3550;	ෞ	ෞ	%u0DDE
&#3551;	ෟ	ෟ	%u0DDF
&#3552;	෠	෠	%u0DE0
&#3553;	෡	෡	%u0DE1
&#3554;	෢	෢	%u0DE2
&#3555;	෣	෣	%u0DE3
&#3556;	෤	෤	%u0DE4
&#3557;	෥	෥	%u0DE5
&#3558;	෦	෦	%u0DE6
&#3559;	෧	෧	%u0DE7
&#3560;	෨	෨	%u0DE8
&#3561;	෩	෩	%u0DE9
&#3562;	෪	෪	%u0DEA
&#3563;	෫	෫	%u0DEB
&#3564;	෬	෬	%u0DEC
&#3565;	෭	෭	%u0DED
&#3566;	෮	෮	%u0DEE
&#3567;	෯	෯	%u0DEF
&#3568;	෰	෰	%u0DF0
&#3569;	෱	෱	%u0DF1
&#3570;	ෲ	ෲ	%u0DF2
&#3571;	ෳ	ෳ	%u0DF3
&#3572;	෴	෴	%u0DF4
&#3573;	෵	෵	%u0DF5
&#3574;	෶	෶	%u0DF6
&#3575;	෷	෷	%u0DF7
&#3576;	෸	෸	%u0DF8
&#3577;	෹	෹	%u0DF9
&#3578;	෺	෺	%u0DFA
&#3579;	෻	෻	%u0DFB
&#3580;	෼	෼	%u0DFC
&#3581;	෽	෽	%u0DFD
&#3582;	෾	෾	%u0DFE
&#3583;	෿	෿	%u0DFF
&#3584;	฀	฀	%u0E00
&#3585;	ก	ก	%u0E01
&#3586;	ข	ข	%u0E02
&#3587;	ฃ	ฃ	%u0E03
&#3588;	ค	ค	%u0E04
&#3589;	ฅ	ฅ	%u0E05
&#3590;	ฆ	ฆ	%u0E06
&#3591;	ง	ง	%u0E07
&#3592;	จ	จ	%u0E08
&#3593;	ฉ	ฉ	%u0E09
&#3594;	ช	ช	%u0E0A
&#3595;	ซ	ซ	%u0E0B
&#3596;	ฌ	ฌ	%u0E0C
&#3597;	ญ	ญ	%u0E0D
&#3598;	ฎ	ฎ	%u0E0E
&#3599;	ฏ	ฏ	%u0E0F
&#3600;	ฐ	ฐ	%u0E10
&#3601;	ฑ	ฑ	%u0E11
&#3602;	ฒ	ฒ	%u0E12
&#3603;	ณ	ณ	%u0E13
&#3604;	ด	ด	%u0E14
&#3605;	ต	ต	%u0E15
&#3606;	ถ	ถ	%u0E16
&#3607;	ท	ท	%u0E17
&#3608;	ธ	ธ	%u0E18
&#3609;	น	น	%u0E19
&#3610;	บ	บ	%u0E1A
&#3611;	ป	ป	%u0E1B
&#3612;	ผ	ผ	%u0E1C
&#3613;	ฝ	ฝ	%u0E1D
&#3614;	พ	พ	%u0E1E
&#3615;	ฟ	ฟ	%u0E1F
&#3616;	ภ	ภ	%u0E20
&#3617;	ม	ม	%u0E21
&#3618;	ย	ย	%u0E22
&#3619;	ร	ร	%u0E23
&#3620;	ฤ	ฤ	%u0E24
&#3621;	ล	ล	%u0E25
&#3622;	ฦ	ฦ	%u0E26
&#3623;	ว	ว	%u0E27
&#3624;	ศ	ศ	%u0E28
&#3625;	ษ	ษ	%u0E29
&#3626;	ส	ส	%u0E2A
&#3627;	ห	ห	%u0E2B
&#3628;	ฬ	ฬ	%u0E2C
&#3629;	อ	อ	%u0E2D
&#3630;	ฮ	ฮ	%u0E2E
&#3631;	ฯ	ฯ	%u0E2F
&#3632;	ะ	ะ	%u0E30
&#3633;	ั	ั	%u0E31
&#3634;	า	า	%u0E32
&#3635;	ำ	ำ	%u0E33
&#3636;	ิ	ิ	%u0E34
&#3637;	ี	ี	%u0E35
&#3638;	ึ	ึ	%u0E36
&#3639;	ื	ื	%u0E37
&#3640;	ุ	ุ	%u0E38
&#3641;	ู	ู	%u0E39
&#3642;	ฺ	ฺ	%u0E3A
&#3643;	฻	฻	%u0E3B
&#3644;	฼	฼	%u0E3C
&#3645;	฽	฽	%u0E3D
&#3646;	฾	฾	%u0E3E
&#3647;	฿	฿	%u0E3F
&#3648;	เ	เ	%u0E40
&#3649;	แ	แ	%u0E41
&#3650;	โ	โ	%u0E42
&#3651;	ใ	ใ	%u0E43
&#3652;	ไ	ไ	%u0E44
&#3653;	ๅ	ๅ	%u0E45
&#3654;	ๆ	ๆ	%u0E46
&#3655;	็	็	%u0E47
&#3656;	่	่	%u0E48
&#3657;	้	้	%u0E49
&#3658;	๊	๊	%u0E4A
&#3659;	๋	๋	%u0E4B
&#3660;	์	์	%u0E4C
&#3661;	ํ	ํ	%u0E4D
&#3662;	๎	๎	%u0E4E
&#3663;	๏	๏	%u0E4F
&#3664;	๐	๐	%u0E50
&#3665;	๑	๑	%u0E51
&#3666;	๒	๒	%u0E52
&#3667;	๓	๓	%u0E53
&#3668;	๔	๔	%u0E54
&#3669;	๕	๕	%u0E55
&#3670;	๖	๖	%u0E56
&#3671;	๗	๗	%u0E57
&#3672;	๘	๘	%u0E58
&#3673;	๙	๙	%u0E59
&#3674;	๚	๚	%u0E5A
&#3675;	๛	๛	%u0E5B
&#3676;	๜	๜	%u0E5C
&#3677;	๝	๝	%u0E5D
&#3678;	๞	๞	%u0E5E
&#3679;	๟	๟	%u0E5F
&#3680;	๠	๠	%u0E60
&#3681;	๡	๡	%u0E61
&#3682;	๢	๢	%u0E62
&#3683;	๣	๣	%u0E63
&#3684;	๤	๤	%u0E64
&#3685;	๥	๥	%u0E65
&#3686;	๦	๦	%u0E66
&#3687;	๧	๧	%u0E67
&#3688;	๨	๨	%u0E68
&#3689;	๩	๩	%u0E69
&#3690;	๪	๪	%u0E6A
&#3691;	๫	๫	%u0E6B
&#3692;	๬	๬	%u0E6C
&#3693;	๭	๭	%u0E6D
&#3694;	๮	๮	%u0E6E
&#3695;	๯	๯	%u0E6F
&#3696;	๰	๰	%u0E70
&#3697;	๱	๱	%u0E71
&#3698;	๲	๲	%u0E72
&#3699;	๳	๳	%u0E73
&#3700;	๴	๴	%u0E74
&#3701;	๵	๵	%u0E75
&#3702;	๶	๶	%u0E76
&#3703;	๷	๷	%u0E77
&#3704;	๸	๸	%u0E78
&#3705;	๹	๹	%u0E79
&#3706;	๺	๺	%u0E7A
&#3707;	๻	๻	%u0E7B
&#3708;	๼	๼	%u0E7C
&#3709;	๽	๽	%u0E7D
&#3710;	๾	๾	%u0E7E
&#3711;	๿	๿	%u0E7F
&#3712;	຀	຀	%u0E80
&#3713;	ກ	ກ	%u0E81
&#3714;	ຂ	ຂ	%u0E82
&#3715;	຃	຃	%u0E83
&#3716;	ຄ	ຄ	%u0E84
&#3717;	຅	຅	%u0E85
&#3718;	ຆ	ຆ	%u0E86
&#3719;	ງ	ງ	%u0E87
&#3720;	ຈ	ຈ	%u0E88
&#3721;	ຉ	ຉ	%u0E89
&#3722;	ຊ	ຊ	%u0E8A
&#3723;	຋	຋	%u0E8B
&#3724;	ຌ	ຌ	%u0E8C
&#3725;	ຍ	ຍ	%u0E8D
&#3726;	ຎ	ຎ	%u0E8E
&#3727;	ຏ	ຏ	%u0E8F
&#3728;	ຐ	ຐ	%u0E90
&#3729;	ຑ	ຑ	%u0E91
&#3730;	ຒ	ຒ	%u0E92
&#3731;	ຓ	ຓ	%u0E93
&#3732;	ດ	ດ	%u0E94
&#3733;	ຕ	ຕ	%u0E95
&#3734;	ຖ	ຖ	%u0E96
&#3735;	ທ	ທ	%u0E97
&#3736;	ຘ	ຘ	%u0E98
&#3737;	ນ	ນ	%u0E99
&#3738;	ບ	ບ	%u0E9A
&#3739;	ປ	ປ	%u0E9B
&#3740;	ຜ	ຜ	%u0E9C
&#3741;	ຝ	ຝ	%u0E9D
&#3742;	ພ	ພ	%u0E9E
&#3743;	ຟ	ຟ	%u0E9F
&#3744;	ຠ	ຠ	%u0EA0
&#3745;	ມ	ມ	%u0EA1
&#3746;	ຢ	ຢ	%u0EA2
&#3747;	ຣ	ຣ	%u0EA3
&#3748;	຤	຤	%u0EA4
&#3749;	ລ	ລ	%u0EA5
&#3750;	຦	຦	%u0EA6
&#3751;	ວ	ວ	%u0EA7
&#3752;	ຨ	ຨ	%u0EA8
&#3753;	ຩ	ຩ	%u0EA9
&#3754;	ສ	ສ	%u0EAA
&#3755;	ຫ	ຫ	%u0EAB
&#3756;	ຬ	ຬ	%u0EAC
&#3757;	ອ	ອ	%u0EAD
&#3758;	ຮ	ຮ	%u0EAE
&#3759;	ຯ	ຯ	%u0EAF
&#3760;	ະ	ະ	%u0EB0
&#3761;	ັ	ັ	%u0EB1
&#3762;	າ	າ	%u0EB2
&#3763;	ຳ	ຳ	%u0EB3
&#3764;	ິ	ິ	%u0EB4
&#3765;	ີ	ີ	%u0EB5
&#3766;	ຶ	ຶ	%u0EB6
&#3767;	ື	ື	%u0EB7
&#3768;	ຸ	ຸ	%u0EB8
&#3769;	ູ	ູ	%u0EB9
&#3770;	຺	຺	%u0EBA
&#3771;	ົ	ົ	%u0EBB
&#3772;	ຼ	ຼ	%u0EBC
&#3773;	ຽ	ຽ	%u0EBD
&#3774;	຾	຾	%u0EBE
&#3775;	຿	຿	%u0EBF
&#3776;	ເ	ເ	%u0EC0
&#3777;	ແ	ແ	%u0EC1
&#3778;	ໂ	ໂ	%u0EC2
&#3779;	ໃ	ໃ	%u0EC3
&#3780;	ໄ	ໄ	%u0EC4
&#3781;	໅	໅	%u0EC5
&#3782;	ໆ	ໆ	%u0EC6
&#3783;	໇	໇	%u0EC7
&#3784;	່	່	%u0EC8
&#3785;	້	້	%u0EC9
&#3786;	໊	໊	%u0ECA
&#3787;	໋	໋	%u0ECB
&#3788;	໌	໌	%u0ECC
&#3789;	ໍ	ໍ	%u0ECD
&#3790;	໎	໎	%u0ECE
&#3791;	໏	໏	%u0ECF
&#3792;	໐	໐	%u0ED0
&#3793;	໑	໑	%u0ED1
&#3794;	໒	໒	%u0ED2
&#3795;	໓	໓	%u0ED3
&#3796;	໔	໔	%u0ED4
&#3797;	໕	໕	%u0ED5
&#3798;	໖	໖	%u0ED6
&#3799;	໗	໗	%u0ED7
&#3800;	໘	໘	%u0ED8
&#3801;	໙	໙	%u0ED9
&#3802;	໚	໚	%u0EDA
&#3803;	໛	໛	%u0EDB
&#3804;	ໜ	ໜ	%u0EDC
&#3805;	ໝ	ໝ	%u0EDD
&#3806;	ໞ	ໞ	%u0EDE
&#3807;	ໟ	ໟ	%u0EDF
&#3808;	໠	໠	%u0EE0
&#3809;	໡	໡	%u0EE1
&#3810;	໢	໢	%u0EE2
&#3811;	໣	໣	%u0EE3
&#3812;	໤	໤	%u0EE4
&#3813;	໥	໥	%u0EE5
&#3814;	໦	໦	%u0EE6
&#3815;	໧	໧	%u0EE7
&#3816;	໨	໨	%u0EE8
&#3817;	໩	໩	%u0EE9
&#3818;	໪	໪	%u0EEA
&#3819;	໫	໫	%u0EEB
&#3820;	໬	໬	%u0EEC
&#3821;	໭	໭	%u0EED
&#3822;	໮	໮	%u0EEE
&#3823;	໯	໯	%u0EEF
&#3824;	໰	໰	%u0EF0
&#3825;	໱	໱	%u0EF1
&#3826;	໲	໲	%u0EF2
&#3827;	໳	໳	%u0EF3
&#3828;	໴	໴	%u0EF4
&#3829;	໵	໵	%u0EF5
&#3830;	໶	໶	%u0EF6
&#3831;	໷	໷	%u0EF7
&#3832;	໸	໸	%u0EF8
&#3833;	໹	໹	%u0EF9
&#3834;	໺	໺	%u0EFA
&#3835;	໻	໻	%u0EFB
&#3836;	໼	໼	%u0EFC
&#3837;	໽	໽	%u0EFD
&#3838;	໾	໾	%u0EFE
&#3839;	໿	໿	%u0EFF
&#3840;	ༀ	ༀ	%u0F00
&#3841;	༁	༁	%u0F01
&#3842;	༂	༂	%u0F02
&#3843;	༃	༃	%u0F03
&#3844;	༄	༄	%u0F04
&#3845;	༅	༅	%u0F05
&#3846;	༆	༆	%u0F06
&#3847;	༇	༇	%u0F07
&#3848;	༈	༈	%u0F08
&#3849;	༉	༉	%u0F09
&#3850;	༊	༊	%u0F0A
&#3851;	་	་	%u0F0B
&#3852;	༌	༌	%u0F0C
&#3853;	།	།	%u0F0D
&#3854;	༎	༎	%u0F0E
&#3855;	༏	༏	%u0F0F
&#3856;	༐	༐	%u0F10
&#3857;	༑	༑	%u0F11
&#3858;	༒	༒	%u0F12
&#3859;	༓	༓	%u0F13
&#3860;	༔	༔	%u0F14
&#3861;	༕	༕	%u0F15
&#3862;	༖	༖	%u0F16
&#3863;	༗	༗	%u0F17
&#3864;	༘	༘	%u0F18
&#3865;	༙	༙	%u0F19
&#3866;	༚	༚	%u0F1A
&#3867;	༛	༛	%u0F1B
&#3868;	༜	༜	%u0F1C
&#3869;	༝	༝	%u0F1D
&#3870;	༞	༞	%u0F1E
&#3871;	༟	༟	%u0F1F
&#3872;	༠	༠	%u0F20
&#3873;	༡	༡	%u0F21
&#3874;	༢	༢	%u0F22
&#3875;	༣	༣	%u0F23
&#3876;	༤	༤	%u0F24
&#3877;	༥	༥	%u0F25
&#3878;	༦	༦	%u0F26
&#3879;	༧	༧	%u0F27
&#3880;	༨	༨	%u0F28
&#3881;	༩	༩	%u0F29
&#3882;	༪	༪	%u0F2A
&#3883;	༫	༫	%u0F2B
&#3884;	༬	༬	%u0F2C
&#3885;	༭	༭	%u0F2D
&#3886;	༮	༮	%u0F2E
&#3887;	༯	༯	%u0F2F
&#3888;	༰	༰	%u0F30
&#3889;	༱	༱	%u0F31
&#3890;	༲	༲	%u0F32
&#3891;	༳	༳	%u0F33
&#3892;	༴	༴	%u0F34
&#3893;	༵	༵	%u0F35
&#3894;	༶	༶	%u0F36
&#3895;	༷	༷	%u0F37
&#3896;	༸	༸	%u0F38
&#3897;	༹	༹	%u0F39
&#3898;	༺	༺	%u0F3A
&#3899;	༻	༻	%u0F3B
&#3900;	༼	༼	%u0F3C
&#3901;	༽	༽	%u0F3D
&#3902;	༾	༾	%u0F3E
&#3903;	༿	༿	%u0F3F
&#3904;	ཀ	ཀ	%u0F40
&#3905;	ཁ	ཁ	%u0F41
&#3906;	ག	ག	%u0F42
&#3907;	གྷ	གྷ	%u0F43
&#3908;	ང	ང	%u0F44
&#3909;	ཅ	ཅ	%u0F45
&#3910;	ཆ	ཆ	%u0F46
&#3911;	ཇ	ཇ	%u0F47
&#3912;	཈	཈	%u0F48
&#3913;	ཉ	ཉ	%u0F49
&#3914;	ཊ	ཊ	%u0F4A
&#3915;	ཋ	ཋ	%u0F4B
&#3916;	ཌ	ཌ	%u0F4C
&#3917;	ཌྷ	ཌྷ	%u0F4D
&#3918;	ཎ	ཎ	%u0F4E
&#3919;	ཏ	ཏ	%u0F4F
&#3920;	ཐ	ཐ	%u0F50
&#3921;	ད	ད	%u0F51
&#3922;	དྷ	དྷ	%u0F52
&#3923;	ན	ན	%u0F53
&#3924;	པ	པ	%u0F54
&#3925;	ཕ	ཕ	%u0F55
&#3926;	བ	བ	%u0F56
&#3927;	བྷ	བྷ	%u0F57
&#3928;	མ	མ	%u0F58
&#3929;	ཙ	ཙ	%u0F59
&#3930;	ཚ	ཚ	%u0F5A
&#3931;	ཛ	ཛ	%u0F5B
&#3932;	ཛྷ	ཛྷ	%u0F5C
&#3933;	ཝ	ཝ	%u0F5D
&#3934;	ཞ	ཞ	%u0F5E
&#3935;	ཟ	ཟ	%u0F5F
&#3936;	འ	འ	%u0F60
&#3937;	ཡ	ཡ	%u0F61
&#3938;	ར	ར	%u0F62
&#3939;	ལ	ལ	%u0F63
&#3940;	ཤ	ཤ	%u0F64
&#3941;	ཥ	ཥ	%u0F65
&#3942;	ས	ས	%u0F66
&#3943;	ཧ	ཧ	%u0F67
&#3944;	ཨ	ཨ	%u0F68
&#3945;	ཀྵ	ཀྵ	%u0F69
&#3946;	ཪ	ཪ	%u0F6A
&#3947;	ཫ	ཫ	%u0F6B
&#3948;	ཬ	ཬ	%u0F6C
&#3949;	཭	཭	%u0F6D
&#3950;	཮	཮	%u0F6E
&#3951;	཯	཯	%u0F6F
&#3952;	཰	཰	%u0F70
&#3953;	ཱ	ཱ	%u0F71
&#3954;	ི	ི	%u0F72
&#3955;	ཱི	ཱི	%u0F73
&#3956;	ུ	ུ	%u0F74
&#3957;	ཱུ	ཱུ	%u0F75
&#3958;	ྲྀ	ྲྀ	%u0F76
&#3959;	ཷ	ཷ	%u0F77
&#3960;	ླྀ	ླྀ	%u0F78
&#3961;	ཹ	ཹ	%u0F79
&#3962;	ེ	ེ	%u0F7A
&#3963;	ཻ	ཻ	%u0F7B
&#3964;	ོ	ོ	%u0F7C
&#3965;	ཽ	ཽ	%u0F7D
&#3966;	ཾ	ཾ	%u0F7E
&#3967;	ཿ	ཿ	%u0F7F
&#3968;	ྀ	ྀ	%u0F80
&#3969;	ཱྀ	ཱྀ	%u0F81
&#3970;	ྂ	ྂ	%u0F82
&#3971;	ྃ	ྃ	%u0F83
&#3972;	྄	྄	%u0F84
&#3973;	྅	྅	%u0F85
&#3974;	྆	྆	%u0F86
&#3975;	྇	྇	%u0F87
&#3976;	ྈ	ྈ	%u0F88
&#3977;	ྉ	ྉ	%u0F89
&#3978;	ྊ	ྊ	%u0F8A
&#3979;	ྋ	ྋ	%u0F8B
&#3980;	ྌ	ྌ	%u0F8C
&#3981;	ྍ	ྍ	%u0F8D
&#3982;	ྎ	ྎ	%u0F8E
&#3983;	ྏ	ྏ	%u0F8F
&#3984;	ྐ	ྐ	%u0F90
&#3985;	ྑ	ྑ	%u0F91
&#3986;	ྒ	ྒ	%u0F92
&#3987;	ྒྷ	ྒྷ	%u0F93
&#3988;	ྔ	ྔ	%u0F94
&#3989;	ྕ	ྕ	%u0F95
&#3990;	ྖ	ྖ	%u0F96
&#3991;	ྗ	ྗ	%u0F97
&#3992;	྘	྘	%u0F98
&#3993;	ྙ	ྙ	%u0F99
&#3994;	ྚ	ྚ	%u0F9A
&#3995;	ྛ	ྛ	%u0F9B
&#3996;	ྜ	ྜ	%u0F9C
&#3997;	ྜྷ	ྜྷ	%u0F9D
&#3998;	ྞ	ྞ	%u0F9E
&#3999;	ྟ	ྟ	%u0F9F
&#4000;	ྠ	ྠ	%u0FA0
&#4001;	ྡ	ྡ	%u0FA1
&#4002;	ྡྷ	ྡྷ	%u0FA2
&#4003;	ྣ	ྣ	%u0FA3
&#4004;	ྤ	ྤ	%u0FA4
&#4005;	ྥ	ྥ	%u0FA5
&#4006;	ྦ	ྦ	%u0FA6
&#4007;	ྦྷ	ྦྷ	%u0FA7
&#4008;	ྨ	ྨ	%u0FA8
&#4009;	ྩ	ྩ	%u0FA9
&#4010;	ྪ	ྪ	%u0FAA
&#4011;	ྫ	ྫ	%u0FAB
&#4012;	ྫྷ	ྫྷ	%u0FAC
&#4013;	ྭ	ྭ	%u0FAD
&#4014;	ྮ	ྮ	%u0FAE
&#4015;	ྯ	ྯ	%u0FAF
&#4016;	ྰ	ྰ	%u0FB0
&#4017;	ྱ	ྱ	%u0FB1
&#4018;	ྲ	ྲ	%u0FB2
&#4019;	ླ	ླ	%u0FB3
&#4020;	ྴ	ྴ	%u0FB4
&#4021;	ྵ	ྵ	%u0FB5
&#4022;	ྶ	ྶ	%u0FB6
&#4023;	ྷ	ྷ	%u0FB7
&#4024;	ྸ	ྸ	%u0FB8
&#4025;	ྐྵ	ྐྵ	%u0FB9
&#4026;	ྺ	ྺ	%u0FBA
&#4027;	ྻ	ྻ	%u0FBB
&#4028;	ྼ	ྼ	%u0FBC
&#4029;	྽	྽	%u0FBD
&#4030;	྾	྾	%u0FBE
&#4031;	྿	྿	%u0FBF
&#4032;	࿀	࿀	%u0FC0
&#4033;	࿁	࿁	%u0FC1
&#4034;	࿂	࿂	%u0FC2
&#4035;	࿃	࿃	%u0FC3
&#4036;	࿄	࿄	%u0FC4
&#4037;	࿅	࿅	%u0FC5
&#4038;	࿆	࿆	%u0FC6
&#4039;	࿇	࿇	%u0FC7
&#4040;	࿈	࿈	%u0FC8
&#4041;	࿉	࿉	%u0FC9
&#4042;	࿊	࿊	%u0FCA
&#4043;	࿋	࿋	%u0FCB
&#4044;	࿌	࿌	%u0FCC
&#4045;	࿍	࿍	%u0FCD
&#4046;	࿎	࿎	%u0FCE
&#4047;	࿏	࿏	%u0FCF
&#4048;	࿐	࿐	%u0FD0
&#4049;	࿑	࿑	%u0FD1
&#4050;	࿒	࿒	%u0FD2
&#4051;	࿓	࿓	%u0FD3
&#4052;	࿔	࿔	%u0FD4
&#4053;	࿕	࿕	%u0FD5
&#4054;	࿖	࿖	%u0FD6
